age,job,marital,education,default,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
56,technician,married,secondary,no,yes,no,unknown,6,jun,220,4,-1,0,unknown,no
55,retired,divorced,secondary,no,no,yes,unknown,19,jun,1007,1,-1,0,unknown,yes
44,blue-collar,divorced,secondary,no,no,no,cellular,30,jul,149,13,-1,0,unknown,no
38,technician,married,tertiary,no,yes,no,unknown,8,may,665,1,-1,0,unknown,no
53,retired,married,secondary,no,yes,no,telephone,15,jul,174,3,-1,0,unknown,no
41,admin.,single,tertiary,no,no,no,cellular,23,jul,105,1,-1,0,unknown,no
34,technician,single,secondary,no,no,no,cellular,13,aug,990,1,-1,0,unknown,yes
34,management,single,tertiary,no,no,no,cellular,19,nov,582,1,-1,0,unknown,no
35,services,married,secondary,no,yes,no,cellular,12,may,136,1,-1,0,unknown,no
38,entrepreneur,single,secondary,no,no,no,cellular,10,aug,223,1,414,4,failure,yes
42,entrepreneur,married,tertiary,no,no,no,cellular,8,aug,205,2,-1,0,unknown,no
56,blue-collar,married,primary,no,yes,no,cellular,14,may,214,1,349,1,failure,no
37,management,divorced,tertiary,no,yes,no,cellular,11,may,217,6,-1,0,unknown,no
47,housemaid,married,secondary,no,yes,no,cellular,9,nov,171,2,96,5,success,no
29,blue-collar,married,secondary,no,yes,no,unknown,13,may,50,1,-1,0,unknown,no
41,management,married,tertiary,no,yes,no,unknown,5,jun,65,3,-1,0,unknown,no
43,technician,single,secondary,no,yes,no,unknown,5,may,55,1,-1,0,unknown,no
38,self-employed,married,secondary,no,no,no,unknown,20,jun,256,3,-1,0,unknown,no
31,technician,married,secondary,no,yes,yes,unknown,21,may,151,1,-1,0,unknown,no
32,management,single,tertiary,no,no,no,cellular,18,jul,226,1,-1,0,unknown,no
40,management,married,tertiary,no,yes,no,cellular,23,jul,97,5,-1,0,unknown,no
45,admin.,married,secondary,no,no,yes,telephone,22,jul,92,1,-1,0,unknown,no
43,management,married,secondary,no,yes,no,unknown,16,may,343,1,-1,0,unknown,no
27,services,single,secondary,no,yes,no,cellular,14,may,493,5,-1,0,unknown,no
33,management,single,tertiary,no,no,no,cellular,20,aug,216,3,-1,0,unknown,no
37,admin.,married,secondary,no,yes,no,cellular,27,may,224,7,105,1,other,no
60,admin.,married,secondary,no,no,no,cellular,22,dec,190,1,188,9,success,yes
51,self-employed,married,unknown,no,no,no,cellular,8,jun,458,6,-1,0,unknown,yes
44,blue-collar,married,secondary,no,yes,no,cellular,20,apr,222,1,154,1,failure,no
48,management,married,unknown,no,yes,no,cellular,8,may,612,1,344,1,other,no
57,blue-collar,married,primary,no,yes,no,telephone,17,apr,137,1,-1,0,unknown,no
29,technician,single,tertiary,no,yes,no,unknown,7,may,104,2,-1,0,unknown,no
50,services,married,secondary,no,no,no,cellular,25,aug,206,4,-1,0,unknown,no
36,services,married,secondary,no,yes,no,cellular,30,jul,172,28,-1,0,unknown,no
49,technician,married,tertiary,no,yes,no,cellular,3,mar,152,2,-1,0,unknown,yes
49,technician,married,secondary,yes,yes,no,cellular,19,nov,114,1,-1,0,unknown,no
35,management,married,tertiary,no,no,no,cellular,11,jul,89,1,-1,0,unknown,no
39,technician,single,secondary,no,yes,no,unknown,2,jun,158,1,-1,0,unknown,no
34,blue-collar,married,primary,no,no,yes,cellular,14,jul,326,11,-1,0,unknown,no
57,self-employed,married,secondary,no,no,yes,unknown,26,jun,215,3,-1,0,unknown,no
37,technician,divorced,secondary,no,yes,no,cellular,13,may,53,1,-1,0,unknown,no
25,services,single,secondary,no,no,no,cellular,21,jul,71,11,-1,0,unknown,no
43,blue-collar,married,primary,no,no,no,cellular,8,may,487,2,367,2,other,no
37,blue-collar,married,secondary,no,yes,no,cellular,12,may,340,2,175,1,failure,no
36,blue-collar,single,tertiary,no,no,no,cellular,14,oct,183,1,91,11,failure,no
49,management,divorced,tertiary,no,no,yes,cellular,17,nov,131,2,-1,0,unknown,no
38,management,single,tertiary,no,yes,no,telephone,29,jan,208,1,247,2,failure,no
39,management,divorced,tertiary,no,no,no,unknown,18,jun,311,5,-1,0,unknown,no
40,management,married,tertiary,no,no,no,cellular,10,nov,147,1,96,8,success,yes
34,admin.,married,secondary,no,yes,no,unknown,23,may,83,1,-1,0,unknown,no
39,blue-collar,married,primary,no,yes,no,unknown,17,jun,775,3,-1,0,unknown,yes
53,blue-collar,married,secondary,no,no,no,cellular,28,aug,25,18,-1,0,unknown,no
44,management,married,tertiary,no,yes,no,cellular,23,jul,497,5,-1,0,unknown,no
32,technician,divorced,secondary,no,yes,no,unknown,2,jun,180,1,-1,0,unknown,no
50,technician,divorced,secondary,no,yes,yes,cellular,13,may,698,2,292,1,failure,yes
29,services,married,primary,no,no,no,unknown,4,jul,134,1,-1,0,unknown,no
55,unemployed,married,tertiary,no,yes,no,cellular,21,nov,223,2,186,3,other,no
73,retired,married,primary,no,no,no,cellular,28,jan,399,3,-1,0,unknown,yes
52,technician,married,secondary,no,yes,no,unknown,13,may,420,1,-1,0,unknown,no
49,services,married,secondary,no,yes,no,unknown,15,may,233,3,-1,0,unknown,no
63,retired,married,primary,no,no,no,cellular,12,nov,702,1,-1,0,unknown,no
34,admin.,married,secondary,no,yes,no,cellular,9,nov,161,1,209,2,failure,yes
32,admin.,single,secondary,no,yes,no,cellular,18,may,110,1,315,2,failure,no
49,housemaid,married,tertiary,no,no,no,cellular,8,aug,27,6,-1,0,unknown,no
40,blue-collar,married,primary,no,yes,no,telephone,12,may,58,2,334,1,failure,no
53,entrepreneur,married,unknown,no,no,no,cellular,20,nov,68,1,-1,0,unknown,no
53,technician,married,tertiary,no,no,no,cellular,8,aug,92,2,-1,0,unknown,no
43,blue-collar,married,primary,no,no,yes,cellular,15,may,45,1,-1,0,unknown,no
35,management,single,secondary,no,yes,no,cellular,29,jan,79,1,-1,0,unknown,no
35,services,single,secondary,no,yes,no,cellular,20,apr,11,5,319,2,other,no
25,student,single,tertiary,no,yes,no,cellular,15,may,520,1,-1,0,unknown,no
31,technician,single,unknown,no,no,no,cellular,17,jul,86,1,-1,0,unknown,no
48,management,married,tertiary,no,no,no,cellular,28,aug,16,16,-1,0,unknown,no
40,housemaid,married,secondary,no,no,no,cellular,14,aug,154,2,-1,0,unknown,no
46,blue-collar,married,primary,no,yes,no,unknown,14,may,91,1,-1,0,unknown,no
30,services,single,secondary,no,no,no,cellular,29,jan,389,2,-1,0,unknown,no
47,services,married,secondary,no,no,yes,cellular,21,jul,71,15,-1,0,unknown,no
23,services,single,secondary,no,yes,no,unknown,4,jun,111,3,-1,0,unknown,no
29,technician,married,tertiary,no,yes,no,unknown,20,may,68,2,-1,0,unknown,no
38,technician,married,secondary,no,yes,no,cellular,19,nov,75,2,177,5,failure,no
56,housemaid,married,primary,no,no,yes,cellular,8,jul,212,1,-1,0,unknown,no
52,admin.,married,secondary,no,no,no,cellular,22,apr,91,2,275,1,failure,no
55,retired,married,secondary,no,no,no,cellular,19,aug,79,2,-1,0,unknown,no
43,entrepreneur,married,tertiary,no,no,no,cellular,29,jul,646,2,-1,0,unknown,no
34,blue-collar,married,secondary,no,yes,no,cellular,11,may,206,1,-1,0,unknown,no
43,management,single,tertiary,no,yes,no,cellular,26,aug,257,1,474,3,failure,yes
55,services,married,secondary,no,no,yes,cellular,13,aug,81,2,-1,0,unknown,no
34,blue-collar,married,secondary,no,yes,no,cellular,20,apr,470,1,150,5,other,no
34,management,single,tertiary,no,yes,no,unknown,9,may,133,2,-1,0,unknown,no
43,self-employed,married,tertiary,no,no,no,unknown,6,jun,230,2,-1,0,unknown,no
39,blue-collar,married,primary,no,yes,no,cellular,19,nov,76,6,-1,0,unknown,no
39,technician,single,unknown,no,no,no,unknown,6,jun,26,1,-1,0,unknown,no
34,technician,single,secondary,no,yes,no,cellular,6,feb,154,2,197,6,failure,no
55,management,married,tertiary,no,yes,yes,cellular,30,jul,94,4,-1,0,unknown,no
67,retired,married,tertiary,no,no,no,cellular,6,aug,254,2,-1,0,unknown,yes
34,entrepreneur,married,tertiary,no,yes,yes,cellular,9,jul,1156,1,-1,0,unknown,no
47,blue-collar,married,secondary,no,no,no,cellular,31,jul,248,5,-1,0,unknown,no
33,blue-collar,married,primary,no,no,no,cellular,20,nov,884,3,-1,0,unknown,no
45,entrepreneur,married,secondary,no,no,yes,cellular,18,nov,275,2,-1,0,unknown,no
36,blue-collar,married,secondary,no,yes,no,cellular,28,jul,200,2,-1,0,unknown,no
59,technician,divorced,secondary,no,yes,no,unknown,26,may,228,1,-1,0,unknown,no
33,services,married,secondary,no,no,no,cellular,30,apr,475,2,-1,0,unknown,yes
52,technician,divorced,secondary,no,no,no,cellular,14,jul,393,5,-1,0,unknown,no
53,blue-collar,married,primary,no,no,no,cellular,8,aug,156,4,-1,0,unknown,no
41,unemployed,married,primary,no,no,no,cellular,9,feb,244,3,-1,0,unknown,no
45,blue-collar,married,secondary,no,yes,no,unknown,13,may,118,1,-1,0,unknown,no
60,self-employed,single,secondary,no,no,no,cellular,22,aug,40,2,-1,0,unknown,no
32,blue-collar,married,secondary,no,yes,no,unknown,23,may,700,3,-1,0,unknown,no
28,management,single,tertiary,no,yes,no,cellular,2,feb,97,3,-1,0,unknown,no
31,technician,single,secondary,no,no,no,cellular,15,jul,252,1,184,3,success,yes
53,blue-collar,married,secondary,no,no,yes,cellular,14,aug,360,4,-1,0,unknown,no
58,management,married,tertiary,no,no,no,cellular,17,nov,235,1,-1,0,unknown,no
38,blue-collar,married,secondary,no,yes,no,unknown,7,may,1521,1,-1,0,unknown,no
46,management,married,tertiary,no,yes,no,cellular,6,may,105,4,366,2,failure,no
53,entrepreneur,married,tertiary,no,no,yes,cellular,29,jan,86,1,-1,0,unknown,no
56,retired,married,secondary,no,no,no,cellular,3,apr,484,1,135,3,failure,no
52,services,single,secondary,no,no,no,telephone,19,nov,117,1,-1,0,unknown,no
38,technician,married,secondary,no,no,no,unknown,9,jun,119,1,-1,0,unknown,no
37,services,married,primary,no,yes,no,unknown,7,may,359,1,-1,0,unknown,no
37,blue-collar,married,primary,no,no,no,telephone,30,jul,109,8,-1,0,unknown,no
37,technician,married,secondary,yes,no,no,unknown,18,jun,236,1,-1,0,unknown,no
66,retired,married,primary,no,no,no,telephone,28,jan,203,3,93,1,failure,no
44,blue-collar,married,primary,no,yes,no,unknown,20,jun,202,2,-1,0,unknown,no
61,retired,married,secondary,no,no,yes,unknown,3,jul,42,1,-1,0,unknown,no
34,admin.,married,secondary,no,no,yes,unknown,5,may,21,1,-1,0,unknown,no
33,admin.,single,secondary,no,yes,no,cellular,18,may,186,1,-1,0,unknown,no
30,services,divorced,secondary,no,yes,no,cellular,13,may,172,1,-1,0,unknown,no
27,services,divorced,secondary,no,yes,no,cellular,22,jul,527,1,-1,0,unknown,no
37,services,married,secondary,no,yes,no,telephone,23,jul,175,1,-1,0,unknown,no
38,blue-collar,married,primary,no,yes,no,unknown,20,jun,21,18,-1,0,unknown,no
35,management,single,tertiary,no,no,yes,cellular,14,aug,370,4,-1,0,unknown,no
50,technician,married,secondary,no,yes,no,unknown,29,may,54,2,-1,0,unknown,no
39,management,married,secondary,no,yes,no,cellular,27,aug,63,3,-1,0,unknown,no
35,management,married,secondary,no,yes,no,unknown,27,may,116,3,-1,0,unknown,no
36,admin.,divorced,secondary,no,yes,no,unknown,27,may,151,1,-1,0,unknown,no
28,services,single,secondary,no,yes,no,cellular,16,apr,300,1,-1,0,unknown,no
39,self-employed,married,tertiary,no,yes,no,cellular,18,nov,48,1,181,3,failure,no
39,self-employed,married,secondary,no,no,no,unknown,9,jun,217,1,-1,0,unknown,no
30,blue-collar,single,secondary,no,yes,no,cellular,18,may,727,2,-1,0,unknown,yes
32,services,married,secondary,no,yes,no,unknown,3,jun,193,1,-1,0,unknown,no
28,technician,married,secondary,no,yes,yes,cellular,29,jan,72,1,261,1,failure,no
47,technician,married,primary,no,yes,no,unknown,9,may,165,1,-1,0,unknown,no
53,management,married,tertiary,no,no,no,cellular,27,aug,345,10,-1,0,unknown,no
57,blue-collar,married,primary,no,yes,no,unknown,27,may,206,2,-1,0,unknown,no
47,services,married,secondary,no,no,yes,cellular,8,aug,994,2,-1,0,unknown,yes
56,management,married,tertiary,no,yes,no,unknown,15,may,127,2,-1,0,unknown,no
38,admin.,married,primary,no,yes,no,unknown,2,jun,29,32,-1,0,unknown,no
52,blue-collar,married,primary,no,no,no,unknown,9,jun,70,3,-1,0,unknown,no
46,technician,married,secondary,no,yes,yes,cellular,19,aug,40,2,-1,0,unknown,no
57,blue-collar,married,primary,yes,no,yes,telephone,30,jul,185,4,-1,0,unknown,no
42,blue-collar,divorced,unknown,no,no,no,cellular,7,jul,64,2,-1,0,unknown,no
57,unemployed,married,secondary,no,no,no,unknown,19,jun,97,1,-1,0,unknown,no
51,housemaid,married,secondary,no,no,no,cellular,27,aug,316,5,-1,0,unknown,no
53,self-employed,married,tertiary,no,yes,no,cellular,2,feb,125,1,249,2,failure,no
37,blue-collar,married,primary,no,yes,no,unknown,21,may,233,1,-1,0,unknown,no
47,self-employed,divorced,secondary,no,yes,no,unknown,20,nov,14,7,112,4,other,no
48,management,married,tertiary,no,yes,no,cellular,26,feb,245,1,-1,0,unknown,yes
39,blue-collar,married,primary,no,yes,no,unknown,7,may,109,1,-1,0,unknown,no
42,blue-collar,married,secondary,no,yes,yes,cellular,11,may,429,2,-1,0,unknown,no
36,management,married,tertiary,no,no,no,cellular,26,aug,133,11,-1,0,unknown,no
34,technician,single,secondary,no,no,no,cellular,8,aug,70,2,-1,0,unknown,no
61,retired,married,primary,no,yes,no,unknown,13,may,118,1,-1,0,unknown,no
32,admin.,single,secondary,no,yes,no,cellular,4,feb,1579,1,246,4,failure,yes
35,blue-collar,single,primary,no,yes,yes,telephone,7,may,29,1,-1,0,unknown,no
54,blue-collar,married,secondary,no,no,no,unknown,23,may,173,1,-1,0,unknown,no
31,management,married,tertiary,no,no,no,cellular,28,aug,13,14,-1,0,unknown,no
45,technician,divorced,secondary,no,yes,no,cellular,17,apr,183,1,338,2,failure,no
32,housemaid,married,tertiary,no,yes,no,cellular,18,nov,175,2,-1,0,unknown,no
52,unemployed,married,secondary,no,no,no,unknown,9,jun,123,1,-1,0,unknown,no
36,admin.,single,secondary,no,yes,no,cellular,18,nov,288,1,137,1,other,no
31,services,married,secondary,no,yes,no,unknown,6,jun,19,18,-1,0,unknown,no
53,technician,married,secondary,no,no,no,cellular,13,aug,136,4,-1,0,unknown,no
43,entrepreneur,married,secondary,no,no,no,unknown,13,may,437,2,-1,0,unknown,no
47,housemaid,married,primary,no,no,no,cellular,10,aug,1225,2,-1,0,unknown,no
46,blue-collar,married,primary,no,yes,no,unknown,21,may,526,8,-1,0,unknown,no
34,management,divorced,secondary,no,no,no,cellular,7,aug,91,2,-1,0,unknown,no
55,technician,single,tertiary,no,yes,no,cellular,8,may,123,3,-1,0,unknown,no
23,admin.,single,secondary,no,yes,no,cellular,6,may,62,1,-1,0,unknown,no
75,blue-collar,married,secondary,no,no,no,cellular,11,feb,865,2,190,1,failure,no
58,admin.,married,secondary,no,no,no,telephone,4,feb,82,3,-1,0,unknown,no
35,admin.,married,secondary,no,yes,no,cellular,20,nov,219,7,133,1,failure,no
27,management,married,tertiary,no,no,no,cellular,22,sep,569,1,-1,0,unknown,yes
24,technician,married,secondary,no,yes,no,cellular,18,aug,460,2,-1,0,unknown,yes
48,admin.,married,secondary,no,yes,no,cellular,5,feb,238,3,-1,0,unknown,no
31,technician,single,secondary,no,no,no,cellular,22,aug,346,5,-1,0,unknown,no
57,technician,married,secondary,no,no,no,cellular,19,nov,161,2,-1,0,unknown,no
53,management,married,tertiary,no,no,no,cellular,28,aug,51,9,-1,0,unknown,no
42,blue-collar,married,primary,no,yes,no,telephone,20,apr,37,1,-1,0,unknown,no
50,entrepreneur,married,secondary,no,yes,yes,cellular,7,may,141,8,297,2,other,no
59,admin.,married,secondary,no,no,no,cellular,30,apr,173,2,-1,0,unknown,no
38,services,married,secondary,no,yes,no,unknown,28,may,66,2,-1,0,unknown,no
39,blue-collar,married,secondary,no,yes,yes,unknown,6,may,209,1,-1,0,unknown,no
28,blue-collar,single,primary,no,yes,no,cellular,30,jul,1011,20,-1,0,unknown,no
55,management,divorced,tertiary,no,yes,no,telephone,8,may,147,2,298,3,failure,no
33,technician,single,tertiary,no,no,no,cellular,25,aug,88,4,-1,0,unknown,no
36,blue-collar,single,secondary,no,yes,no,telephone,12,may,52,1,-1,0,unknown,no
38,admin.,divorced,secondary,no,yes,no,unknown,17,jun,544,3,-1,0,unknown,no
28,admin.,single,secondary,no,no,no,telephone,12,may,360,1,181,5,success,yes
32,management,single,tertiary,no,yes,no,cellular,11,aug,95,2,-1,0,unknown,no
35,admin.,married,secondary,no,no,yes,cellular,25,jul,322,1,-1,0,unknown,no
58,technician,married,primary,no,no,no,unknown,20,jun,106,3,-1,0,unknown,no
30,services,married,secondary,no,yes,no,unknown,9,may,20,1,-1,0,unknown,no
33,blue-collar,married,secondary,no,yes,no,cellular,14,may,178,7,365,5,other,no
36,blue-collar,married,secondary,no,yes,no,unknown,12,may,325,4,-1,0,unknown,no
32,services,married,secondary,no,yes,yes,unknown,19,may,343,2,-1,0,unknown,no
34,management,single,tertiary,no,no,no,cellular,25,may,213,4,-1,0,unknown,yes
42,admin.,married,secondary,no,yes,yes,cellular,19,nov,193,3,-1,0,unknown,no
41,management,married,tertiary,no,no,yes,cellular,18,jul,168,7,-1,0,unknown,no
63,retired,married,secondary,no,no,no,cellular,25,jan,423,1,-1,0,unknown,yes
38,admin.,divorced,tertiary,no,yes,no,unknown,6,may,218,1,-1,0,unknown,no
54,blue-collar,married,primary,no,yes,no,unknown,20,jun,158,1,-1,0,unknown,no
39,services,married,secondary,no,yes,no,cellular,17,apr,433,1,-1,0,unknown,no
46,blue-collar,married,secondary,no,no,no,unknown,20,jun,252,3,-1,0,unknown,no
37,technician,married,tertiary,no,no,no,cellular,1,jun,175,1,-1,0,unknown,no
76,retired,divorced,primary,no,no,no,cellular,12,aug,192,1,-1,0,unknown,no
28,management,single,unknown,no,no,yes,cellular,8,jul,158,1,-1,0,unknown,no
33,services,married,primary,no,no,no,telephone,20,nov,114,2,-1,0,unknown,no
46,self-employed,married,tertiary,no,yes,yes,unknown,5,may,246,1,-1,0,unknown,no
30,student,single,secondary,no,no,no,telephone,30,apr,44,1,-1,0,unknown,no
60,management,married,tertiary,no,no,no,cellular,14,aug,136,2,-1,0,unknown,no
56,housemaid,married,tertiary,no,yes,no,cellular,24,jul,247,2,-1,0,unknown,no
24,student,single,unknown,no,yes,no,unknown,28,may,227,1,-1,0,unknown,no
58,retired,married,secondary,no,no,no,cellular,12,aug,219,4,-1,0,unknown,no
79,retired,married,primary,no,no,no,telephone,18,jan,326,2,272,2,success,yes
32,blue-collar,married,secondary,no,yes,no,unknown,20,may,226,2,-1,0,unknown,no
33,services,married,primary,no,yes,no,cellular,18,jul,351,2,-1,0,unknown,no
77,retired,married,primary,no,no,no,telephone,27,nov,341,4,94,3,failure,no
60,housemaid,married,primary,no,no,yes,telephone,22,jul,124,1,-1,0,unknown,no
54,management,married,tertiary,no,no,no,cellular,7,aug,123,3,-1,0,unknown,no
30,blue-collar,married,primary,no,yes,yes,unknown,28,may,244,6,-1,0,unknown,no
50,services,married,secondary,no,no,yes,cellular,27,aug,151,8,-1,0,unknown,no
50,management,married,secondary,no,no,no,cellular,7,apr,736,7,-1,0,unknown,no
37,technician,married,secondary,no,yes,no,telephone,16,jul,109,1,-1,0,unknown,no
41,technician,married,tertiary,no,yes,no,telephone,11,jul,117,2,-1,0,unknown,no
49,admin.,married,secondary,no,no,yes,telephone,8,jul,77,2,-1,0,unknown,no
41,blue-collar,married,primary,no,yes,yes,unknown,6,jun,42,1,-1,0,unknown,no
40,technician,married,secondary,no,yes,no,cellular,6,feb,252,3,-1,0,unknown,no
38,blue-collar,married,secondary,no,yes,no,unknown,3,jun,179,1,-1,0,unknown,no
34,technician,married,secondary,no,no,no,cellular,11,aug,106,3,-1,0,unknown,no
49,entrepreneur,married,secondary,no,no,yes,telephone,14,jul,281,3,-1,0,unknown,no
72,retired,married,primary,no,no,no,cellular,24,apr,384,2,-1,0,unknown,yes
